report_date,manufacturer,model_original,model_year,model_key,source_url,loaded_at
2020-02-14,현대자동차(주),쏘나타(SONATA),2018,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-14,기아자동차(주),K3,2013,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-14,기아자동차(주),K5,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-14,기아자동차(주),모닝,2009,KIA_MORNING,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-14,기아자동차(주),쏘렌토,2019,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-17,현대자동차(주),아반떼(AVANTE),2007,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-17,현대자동차(주),포터Ⅱ (PORTERⅡ),2015,HYU_PORTER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-17,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-17,현대자동차(주),투싼(TUCSON),2020,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-17,기아자동차(주),쏘렌토,2016,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2011,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),아반떼(AVANTE),2017,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),그랜저(GRANDEUR),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),팰리세이드(PALISADE),2019,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),쏘나타 (SONATA),2010,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),쏘나타(SONATA),2016,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),쏘나타(SONATA),2017,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,현대자동차(주),투싼(TUCSON),2019,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,기아자동차(주),그랜드 카니발,2012,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-18,기아자동차(주),K5 하이브리드,2013,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-19,현대자동차(주),아반떼 쿠페 (AVANTE COUPE),2014,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-19,현대자동차(주),그랜저(GRANDEUR),2011,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-19,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2010,HYU_GRAND_STAREX,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-20,현대자동차(주),아반떼(AVANTE),2010,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-20,현대자동차(주),그랜저(GRANDEUR),2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-20,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-20,현대자동차(주),투싼(TUCSON),2017,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-20,기아자동차(주),쏘렌토,2015,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,현대자동차(주),그랜저(GRANDEUR),2011,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,현대자동차(주),싼타페(SANTAFE),2020,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,기아자동차(주),K5,2011,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-21,기아자동차(주),K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,현대자동차(주),아반떼 (AVANTE),2012,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,현대자동차(주),아반떼(AVANTE),2020,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,현대자동차(주),쏘나타 (SONATA),2010,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2017,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2017,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),K5,2014,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),K5,2016,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),K5,2014,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),K5,2014,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),K7,2013,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),쏘렌토,2015,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-24,기아자동차(주),쏘렌토,2019,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-25,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-25,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-25,현대자동차(주),쏘나타(SONATA) 하이브리드,2014,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-25,기아자동차(주),K5,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-25,기아자동차(주),레이,2014,KIA_RAY,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-25,기아자동차(주),레이,2012,KIA_RAY,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-26,현대자동차(주),쏘나타(SONATA),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-26,기아자동차(주),봉고Ⅲ 1톤,2014,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-26,기아자동차(주),카니발,2016,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-26,기아자동차(주),K5,2012,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-27,현대자동차(주),그랜저(GRANDEUR),2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-27,기아자동차(주),K3,2013,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,현대자동차(주),그랜저(GRANDEUR),2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,현대자동차(주),싼타페(SANTAFE),2015,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,기아자동차(주),K5,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,기아자동차(주),K5,2020,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,기아자동차(주),K7,2012,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-02-28,기아자동차(주),스포티지,2016,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,현대자동차(주),그랜저(GRANDEUR),2015,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,현대자동차(주),싼타페(SANTAFE),2014,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,현대자동차(주),쏘나타 하이브리드 (SONATA HYBRID),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,기아자동차(주),봉고Ⅲ 냉동차,2013,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-02,기아자동차(주),니로 하이브리드,2018,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-03,현대자동차(주),아반떼 (AVANTE),2012,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-03,현대자동차(주),아반떼 스포츠(AVANTE SPORT),2017,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-03,현대자동차(주),팰리세이드(PALISADE),2020,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-04,현대자동차(주),투싼(TUCSON),2010,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-04,기아자동차(주),K7,2012,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-05,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2016,HYU_GRAND_STAREX,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-05,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-05,현대자동차(주),포터Ⅱ (PORTERⅡ),2020,HYU_PORTER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-06,기아자동차(주),쏘렌토,2015,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-09,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-09,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-09,기아자동차(주),레이,2012,KIA_RAY,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-09,기아자동차(주),쏘렌토,2016,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-10,현대자동차(주),아반떼(AVANTE),2016,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-10,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-10,현대자동차(주),그랜저(GRANDEUR),2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-10,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,현대자동차(주),그랜저(GRANDEUR),2014,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,현대자동차(주),팰리세이드(PALISADE),2019,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,현대자동차(주),쏘나타(SONATA),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,기아자동차(주),K7,2015,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,기아자동차(주),모닝,2017,KIA_MORNING,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-11,기아자동차(주),니로 하이브리드,2018,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-12,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-12,기아자동차(주),카니발,2008,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-12,기아자동차(주),K3,2015,KIA_K3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-12,기아자동차(주),모닝,2015,KIA_MORNING,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-13,현대자동차(주),쏘나타(SONATA),2020,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-13,현대자동차(주),쏘나타(SONATA),2016,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-13,기아자동차(주),카니발,2016,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,현대자동차(주),아반떼 (AVANTE),2014,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,현대자동차(주),그랜저 하이브리드,2018,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,현대자동차(주),싼타페(SANTAFE),2020,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,현대자동차(주),싼타페(SANTAFE),2013,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K5,2014,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K5,2011,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K5,2016,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-16,기아자동차(주),니로 EV,2019,KIA_NIRO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,현대자동차(주),포터Ⅱ (PORTERⅡ),2014,HYU_PORTER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,현대자동차(주),쏘나타 (SONATA),2010,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,기아자동차(주),카니발,2019,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-17,기아자동차(주),쏘렌토,2020,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,현대자동차(주),싼타페(SANTAFE),2020,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,현대자동차(주),쏘나타 (SONATA),2011,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,현대자동차(주),쏘나타 (SONATA),2012,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),봉고Ⅲ 1.4톤,2008,KIA_BONGO3,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),K7,2012,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-18,기아자동차(주),스포티지,2014,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-19,현대자동차(주),포터Ⅱ파워게이트 (PORTER Ⅱ),2020,HYU_PORTER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-19,기아자동차(주),K7,2016,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-19,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-19,기아자동차(주),셀토스,2019,KIA_SELTOS,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-20,현대자동차(주),포터Ⅱ파워게이트 (PORTER Ⅱ),2020,HYU_PORTER,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-20,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-20,기아자동차(주),K7,2020,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-23,현대자동차(주),그랜저(GRANDEUR),2013,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-23,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-23,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-23,기아자동차(주),K5,2011,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-23,기아자동차(주),K7,2013,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-23,기아자동차(주),K7,2013,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-24,현대자동차(주),팰리세이드(PALISADE),2020,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2020-03-24,기아자동차(주),카니발,2020,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
